team_strength,total_points,contributors,effective_points,effective_std,effective_mean,volatility,bugs_created,cycle_time,kind,rejection_rate,stories_accepted,iteration,misprediction_margin,stds_outside_volatile_range,change_in_velocity
0.3,0.0,2,0.0,,,,2,0,analytics,0.0,3,1,,,
1.0,13.0,7,13.0,,,,4,0,analytics,0.0,13,2,,,13.0
0.4,2.0,3,5.0,,,,2,0,analytics,0.0,5,3,,,-8.0
0.8,9.0,6,11.25,,,,5,0,analytics,0.0,15,4,,,6.25
0.85,13.0,8,15.294117647058824,,,,7,0,analytics,0.0,19,5,,,4.044117647058824
0.8,3.0,3,3.75,,,,2,0,analytics,0.0,5,6,,,-11.544117647058824
0.25,11.0,6,44.0,,,,1,0,analytics,0.0,13,7,,,40.25
0.5,8.0,4,16.0,,,,2,0,analytics,0.0,8,8,,,-28.0
0.9,5.0,4,5.555555555555555,,,,2,0,analytics,0.0,7,9,,,-10.444444444444445
0.9,10.0,8,11.11111111111111,,,,1,0,analytics,0.0,23,10,,,5.555555555555555
1.0,8.0,6,8.0,12.262572961052644,12.496078431372549,98.1313700005782,6,0,analytics,0.0,11,11,4.496078431372549,0.3666504937954389,-3.1111111111111107
1.0,5.0,5,5.0,11.59980366560043,13.29607843137255,87.24229272166669,3,0,analytics,0.0,6,12,8.29607843137255,0.7151912800019903,-3.0
1.0,5.0,6,5.0,11.894612508873525,12.496078431372549,95.18676258474028,3,0,analytics,0.0,10,13,7.496078431372549,0.6302078714863879,0.0
1.0,13.0,9,13.0,11.894612508873525,12.496078431372549,95.18676258474028,3,0,analytics,0.0,9,14,0.503921568627451,0.042365530466126525,8.0
0.8,6.0,6,7.5,11.887113639551263,12.67107843137255,93.81295920416486,6,0,analytics,0.0,6,15,5.17107843137255,0.4350154787926935,-5.5
1.0,13.0,7,13.0,11.9513649919776,11.891666666666667,100.50201815257967,4,0,analytics,0.0,14,16,1.1083333333333325,0.09273696636972475,5.5
1.0,14.0,9,14.0,11.604125431212799,12.816666666666668,90.53934016550947,3,0,analytics,0.0,9,17,1.1833333333333318,0.1019752277194798,1.0
1.0,9.0,5,9.0,4.094732974740936,9.816666666666668,41.712050676478114,4,0,analytics,0.0,9,18,0.8166666666666682,0.19944320464958692,-5.0
1.0,2.0,7,2.0,3.47106894427527,9.116666666666669,38.07388238693165,0,0,analytics,0.0,7,19,7.116666666666669,2.050280988628582,-7.0
1.0,7.0,8,7.0,4.01574831979063,8.761111111111113,45.83606198873261,4,0,analytics,0.0,19,20,1.7611111111111128,0.4385511667730542,5.0
1.0,3.0,5,3.0,3.9584649100938707,8.350000000000001,47.406765390345754,8,0,analytics,0.0,7,21,5.350000000000001,1.3515340217764193,-4.0
1.0,5.0,5,5.0,4.307938408720971,7.850000000000001,54.87819628943911,2,0,analytics,0.0,8,22,2.8500000000000014,0.6615693470060933,2.0
1.0,9.0,4,9.0,4.307938408720971,7.850000000000001,54.87819628943911,3,0,analytics,0.0,13,23,1.1499999999999986,0.26694903475684423,4.0
1.0,13.0,5,13.0,4.1982139059366705,8.250000000000002,50.88744128408085,1,0,analytics,0.0,13,24,4.749999999999998,1.1314335349332845,4.0
1.0,8.0,5,8.0,4.1982139059366705,8.250000000000002,50.88744128408085,1,0,analytics,0.0,12,25,0.2500000000000018,0.05954913341754173,-5.0
1.0,8.0,6,8.0,4.191260749066646,8.3,50.49711745863428,0,0,analytics,0.0,10,26,0.3000000000000007,0.07157750804857653,0.0
0.9,9.0,4,10.0,3.8528488738133086,7.800000000000002,49.395498382221895,3,0,analytics,0.0,5,27,2.1999999999999984,0.5710060456699346,2.0
0.52,2.0,4,3.846153846153846,3.3065591380366044,7.400000000000001,44.68323159508924,0,0,analytics,0.0,3,28,3.5538461538461554,1.074786811753921,-6.153846153846154
0.76,3.0,4,3.9473684210526314,3.4288580779329756,6.884615384615385,49.80464247276947,2,0,analytics,0.0,6,29,2.9372469635627536,0.8566254119603046,0.1012145748987856
0.93,7.0,5,7.526881720430107,3.1658303695706405,7.079352226720649,44.71920972686424,4,0,analytics,0.0,7,30,0.4475294937094585,0.141362436222429,3.5795132993774756
0.9,21.0,9,23.333333333333332,3.168746033040409,7.132040398763659,44.42972635979056,3,0,analytics,0.0,29,31,16.201292934569672,5.112840462958953,15.806451612903224
1.0,8.0,5,8.0,5.719676110172107,9.165373732096992,62.40526875780191,4,0,analytics,0.0,8,32,1.1653737320969917,0.2037482035083146,-15.333333333333332
1.0,8.0,7,8.0,5.553177377310716,9.465373732096992,58.668337188630424,3,0,analytics,0.0,10,33,1.4653737320969924,0.26388023153811835,0.0
0.67,7.0,7,10.44776119402985,5.571462587937387,9.365373732096993,59.4900187361758,5,0,analytics,0.0,12,34,1.082387461932857,0.1942734865125547,2.44776119402985
1.0,4.0,6,4.0,5.443450912561735,9.110149851499978,59.75149697088107,3,0,analytics,0.0,7,35,5.110149851499978,0.9387702642284134,-6.44776119402985
1.0,6.0,6,6.0,5.676086477976632,8.710149851499978,65.16634701754472,6,0,analytics,0.0,13,36,2.7101498514999776,0.4774680340081906,2.0
1.0,11.0,8,11.0,5.738778603648287,8.510149851499978,67.43451882503318,8,0,analytics,0.0,21,37,2.4898501485000217,0.4338641234420789,5.0
1.0,11.0,7,11.0,5.776214822223042,8.610149851499978,67.08611257464659,5,0,analytics,0.0,17,38,2.389850148500022,0.41373983171565304,0.0
1.0,7.0,7,7.0,5.5595752572202874,9.325534466884594,59.616693037408176,4,0,analytics,0.0,22,39,2.3255344668845943,0.4182935492894704,-4.0
1.0,9.0,6,9.0,5.309650312305719,9.63079762477933,55.131989261661786,4,0,analytics,0.0,15,40,0.6307976247793299,0.1188021032792658,2.0
1.0,11.0,6,11.0,5.2650410330257875,9.77810945273632,53.84518406625537,4,0,analytics,0.0,13,41,1.2218905472636798,0.23207616799169875,2.0
1.0,13.0,6,13.0,2.4042491241845827,8.544776119402986,28.13706398609031,2,0,analytics,0.0,16,42,4.455223880597014,1.8530624949725347,2.0
0.8,4.0,4,5.0,2.7703983561584926,9.044776119402986,30.629816809013032,1,0,analytics,0.0,5,43,4.044776119402986,1.4599980217327226,-8.0
1.0,2.0,7,2.0,3.044934229953252,8.744776119402987,34.8200364237699,7,0,analytics,0.0,8,44,6.744776119402987,2.215081052672372,-3.0
1.0,12.0,7,12.0,3.634709219609067,7.900000000000001,46.008977463405905,3,0,analytics,0.0,13,45,4.099999999999999,1.1280132060855685,10.0
1.0,5.0,5,5.0,3.5605867181937603,8.700000000000001,40.92628411716965,5,0,analytics,0.0,7,46,3.700000000000001,1.0391545812081677,-7.0
1.0,16.0,8,16.0,3.6575644598253922,8.600000000000001,42.52981930029525,3,0,analytics,0.0,22,47,7.399999999999999,2.0232042609997545,11.0
1.0,8.0,8,8.0,4.306326095924979,9.100000000000001,47.32226479038438,4,0,analytics,0.0,10,48,1.1000000000000014,0.25543815667859365,-8.0
0.5,18.0,5,36.0,4.263540521418532,8.8,48.44932410702877,1,0,analytics,0.0,8,49,27.2,6.379674325447768,28.0
1.0,3.0,3,3.0,9.522488003551267,11.700000000000001,81.38878635513903,1,0,analytics,0.0,4,50,8.700000000000001,0.9136267745105553,-33.0
1.0,3.0,2,3.0,9.893319856235205,11.100000000000001,89.12900771383066,1,0,analytics,0.0,3,51,8.100000000000001,0.8187342689516932,0.0
1.0,7.0,2,7.0,10.22035007010795,10.3,99.22669970978592,2,0,analytics,0.0,6,52,3.3000000000000007,0.3228852218723605,4.0
1.0,2.0,5,2.0,10.22035007010795,9.700000000000001,105.36443371245308,2,0,analytics,0.0,6,53,7.700000000000001,0.7533988510355079,-5.0
1.0,3.0,7,3.0,10.415799963943668,9.400000000000002,110.80638259514537,2,0,analytics,0.0,6,54,6.400000000000002,0.6144511244604213,1.0
1.0,12.0,6,12.0,10.341394704992382,9.500000000000002,108.85678636834083,4,0,analytics,0.0,12,56,2.4999999999999982,0.2417468892076139,9.0
1.0,9.0,4,9.0,10.341394704992382,9.500000000000002,108.85678636834083,1,0,analytics,0.0,11,57,0.5000000000000018,0.04834937784152298,-3.0
1.0,10.0,7,10.0,10.22469776787776,9.900000000000002,103.27977543310867,0,0,analytics,0.0,11,58,0.09999999999999787,0.009780240186087563,1.0
1.0,16.0,7,16.0,10.000555540124315,9.3,107.53285527015393,1,0,analytics,0.0,13,59,6.699999999999999,0.6699627808793422,6.0
0.6,4.0,5,6.666666666666667,10.202940752547768,10.100000000000001,101.01921537176007,0,0,analytics,0.0,7,60,3.4333333333333345,0.3365042899495422,-9.333333333333332
1.0,3.0,5,3.0,4.616797029848168,7.166666666666669,64.4204236723,2,0,analytics,0.0,8,61,4.166666666666669,0.9025015914125419,-3.666666666666667
1.0,7.0,7,7.0,4.616797029848168,7.166666666666669,64.4204236723,5,12073500,analytics,0.0,10,62,0.16666666666666874,0.036100063656502104,4.0
1.0,6.0,4,6.0,4.383048152953736,7.566666666666668,57.925746514807074,1,316822500,analytics,0.0,4,63,1.5666666666666682,0.35743770362433536,-1.0
1.0,9.0,6,9.0,4.408745517382137,7.466666666666669,59.045698893510746,2,585887000,analytics,0.0,11,64,1.5333333333333314,0.3477935678727511,3.0
1.0,1.0,4,1.0,3.979112128771113,8.166666666666668,48.723821984952394,0,83368000,analytics,0.0,8,65,7.166666666666668,1.8010718056542883,-8.0
1.0,20.0,5,20.0,4.304605629976999,7.966666666666669,54.03270665243094,3,192454000,analytics,0.0,13,66,12.033333333333331,2.7954554650799985,19.0
1.0,8.0,3,8.0,5.665686189686121,8.76666666666667,64.6275991218949,2,104454000,analytics,0.0,8,67,0.7666666666666693,0.1353175310101569,-12.0
1.0,4.0,4,4.0,5.669933698743591,8.666666666666668,65.42231190857989,3,258987000,analytics,0.0,7,68,4.666666666666668,0.8230548917531013,-4.0
1.0,0.0,3,0.0,5.828410621290371,8.066666666666668,72.25302423087236,2,4986000,analytics,0.0,3,69,8.066666666666668,1.3840251126439616,-4.0
1.0,2.0,5,2.0,5.600264544016026,6.466666666666669,86.60202903117563,2,91208000,analytics,0.0,9,70,4.466666666666669,0.7975813698728527,2.0
1.0,15.0,8,15.0,5.7735026918962635,6.000000000000002,96.22504486493769,3,470940500,analytics,9.090909,14,71,8.999999999999998,1.5588457268119877,13.0
1.0,4.0,6,4.0,6.303438215238837,7.200000000000003,87.54775298942826,4,83862000,analytics,14.285714,12,72,3.200000000000003,0.5076594535762821,-11.0
1.0,4.0,4,4.0,6.384877968032492,6.900000000000003,92.53446330481869,2,613759000,analytics,25.0,8,73,2.900000000000003,0.4541981874234069,0.0
1.0,15.0,6,15.0,6.447221623821127,6.700000000000003,96.22718841524066,1,760267500,analytics,16.666667,8,74,8.299999999999997,1.2873762504662851,11.0
1.0,8.0,7,8.0,6.94502219818867,7.3000000000000025,95.13729038614612,4,247888000,analytics,25.0,8,75,0.6999999999999975,0.10079161448649716,-7.0
1.0,7.0,10,7.0,6.582805886043836,8.000000000000004,82.28507357554791,2,345463000,analytics,60.0,11,76,1.0000000000000036,0.15191090506255045,-1.0
1.0,11.0,11,11.0,5.0563491440630095,6.700000000000003,75.4678976725822,1,86619000,analytics,12.5,21,77,4.299999999999997,0.8504159577368008,4.0
1.0,14.0,6,14.0,5.2281290471193795,7.000000000000003,74.68755781599111,6,271702000,analytics,0.0,27,78,6.999999999999997,1.3389110974330085,3.0
1.0,1.0,6,1.0,5.537749241945387,8.000000000000004,69.22186552431731,2,100215000,analytics,0.0,7,79,7.0000000000000036,1.2640514574005763,-13.0
1.0,16.0,12,16.0,5.384133067531757,8.100000000000003,66.47077861150315,2,91056000,analytics,9.090909,19,80,7.899999999999997,1.4672742855557963,15.0
0.8,6.0,5,7.5,5.441609239104838,9.500000000000004,57.28009725373512,4,62542000,analytics,0.0,9,81,2.0000000000000036,0.36753833509901385,-8.5
1.0,10.0,8,10.0,5.105824560680134,8.750000000000004,58.35228069348722,2,518637000,analytics,25.0,10,82,1.2499999999999964,0.24481843924411834,2.5
1.0,20.0,8,20.0,4.830746434156024,9.350000000000003,51.66573726370077,4,124223000,analytics,9.090909,20,83,10.649999999999997,2.2046282381328615,10.0
1.0,4.0,4,4.0,5.469359093064644,10.950000000000003,49.948484868170254,2,345359000,analytics,20.0,6,84,6.950000000000003,1.270715614341883,-16.0
1.0,22.0,11,22.0,5.666911759405551,9.850000000000003,57.53209908025938,6,355060000,analytics,11.111111,23,85,12.149999999999997,2.144024914422615,18.0
1.0,16.0,11,16.0,6.779257579804248,11.250000000000004,60.26006737603774,4,153600000,analytics,13.333333,20,86,4.7499999999999964,0.7006666945581899,-6.0
1.0,31.0,9,31.0,6.7496913509680825,12.150000000000002,55.55301523430519,3,368185000,analytics,5.0,27,87,18.849999999999998,2.792720291913261,15.0
1.0,30.0,6,30.0,8.969237549659514,14.150000000000002,63.386837806781,5,513263000,analytics,13.043478,25,88,15.849999999999998,1.767151322756714,-1.0
1.0,31.0,12,31.0,10.271995370369325,15.750000000000004,65.21901822456712,8,758779500,analytics,11.111111,20,89,15.249999999999996,1.4846190491859315,1.0
1.0,31.0,16,31.0,9.858019859766742,18.750000000000004,52.57610591875594,5,320868000,analytics,3.846154,33,90,12.249999999999996,1.2426430636436,0.0
1.0,13.0,11,13.0,10.512558627132064,20.250000000000004,51.91386976361512,2,463001500,analytics,8.333333,14,91,7.2500000000000036,0.6896513262992265,-18.0
1.0,32.0,17,32.0,9.897249898611,20.800000000000004,47.58293220486056,4,374196000,analytics,8.333333,31,92,11.199999999999996,1.131627483870224,19.0
1.0,35.0,13,35.0,9.672412085697932,23.000000000000004,42.053965589991,7,343531500,analytics,14.285714,34,93,11.999999999999996,1.2406419302320402,3.0
1.0,28.0,15,28.0,10.298327803850263,24.5,42.033991036123524,6,732387500,analytics,13.043478,26,94,3.5,0.339861001384268,-7.0
1.0,49.0,15,49.0,7.370361064576281,26.9,27.399111764224095,4,384711000,analytics,3.703704,33,95,22.1,2.998496248198462,21.0
0.8,5.0,6,6.25,9.890511727015038,29.6,33.4138909696454,2,10631000,analytics,0.0,7,96,23.35,2.3608485227535385,-42.75
1.0,24.0,18,24.0,11.695945403809333,28.625,40.85919791723784,2,578309500,analytics,11.764706,20,97,4.625,0.3954361823964784,17.75
1.0,13.0,10,13.0,11.747369681951966,27.925,42.067572719613125,1,231077000,analytics,22.222222,14,98,14.925,1.2704971754596246,-11.0
1.0,60.0,21,60.0,12.611970724496445,26.225,48.091404097221904,6,828463000,analytics,34.285714,44,99,33.775,2.67801129084436,47.0
1.0,33.0,12,33.0,16.550952473431177,29.125,56.82730462980662,4,373838500,analytics,0.0,24,100,3.875,0.2341254985911197,-27.0
1.0,21.0,11,21.0,16.5881693116242,29.325,56.56664726896573,5,289547000,analytics,8.333333,17,101,8.325,0.5018636983748553,-12.0
1.0,22.0,11,22.0,15.891668851599213,30.125,52.752427723150916,5,446654000,analytics,27.272727,12,102,8.125,0.5112741824583366,1.0
1.0,26.0,12,26.0,16.074155412407272,29.125,55.190233175647286,7,339770000,analytics,15.0,24,103,3.125,0.19441145863177883,4.0
1.0,17.0,14,17.0,15.960215293730283,28.225,56.546378365740594,7,346628000,analytics,13.333333,20,104,11.225000000000001,0.7033113146292935,-9.0
1.0,33.0,13,33.0,16.351711599163618,27.125,60.28280773885205,2,396575000,analytics,19.230769,27,105,5.875,0.3592896049059784,16.0
1.0,37.0,12,37.0,14.669720326047264,25.525,57.47196993554267,6,401740000,analytics,22.222222,30,106,11.475000000000001,0.7822235015363735,4.0
0.6,11.0,6,18.333333333333336,13.343329586143192,28.6,46.65499855294822,6,341739000,analytics,0.0,14,107,10.266666666666666,0.7694231488764555,-18.666666666666664
1.0,18.0,16,18.0,13.676554688522543,28.03333333333333,48.78675869865355,10,584820000,analytics,11.111111,21,108,10.033333333333331,0.7336155604856662,-0.3333333333333357
1.0,28.0,18,28.0,13.147031773158695,28.53333333333333,46.07604593396739,3,447850000,analytics,12.903226,39,109,0.5333333333333314,0.040566824705040874,10.0
1.0,29.0,14,29.0,7.175059684872407,25.333333333333332,28.32260401923319,5,428776000,analytics,19.354839,41,110,3.666666666666668,0.5110294307930725,1.0
1.0,3.0,5,3.0,6.8019605016985,24.93333333333333,27.28059024745388,4,71256000,analytics,66.666667,7,111,21.93333333333333,3.2245605260213455,-26.0
1.0,115.0,22,115.0,9.715966241192888,23.133333333333333,41.999854068557156,6,867257000,analytics,10.344828,30,113,91.86666666666667,9.455227034155241,112.0
1.0,9.0,5,9.0,30.592119537190907,32.43333333333333,94.32308182073251,0,0,analytics,0.0,0,114,23.43333333333333,0.7659924741352221,-106.0
1.0,10.0,0,10.0,31.44966584053766,30.73333333333333,102.33079991498155,0,0,analytics,0.0,0,115,20.73333333333333,0.6592544874231604,1.0
1.0,10.0,0,10.0,31.86446993823127,30.03333333333333,106.09701422274564,0,0,analytics,0.0,0,116,20.03333333333333,0.6287044276012627,0.0
1.0,4.0,0,4.0,32.45121694916049,27.73333333333333,117.01159957629986,0,0,analytics,0.0,0,117,23.73333333333333,0.7313541852841765,-6.0
1.0,16.0,0,16.0,33.07606273312962,24.43333333333333,135.37269877133542,0,0,analytics,0.0,0,118,8.43333333333333,0.25496787212482647,12.0
1.0,11.0,2,11.0,33.13205899628535,24.199999999999996,136.90933469539402,0,0,analytics,0.0,0,119,13.199999999999996,0.39840566508347497,-5.0
1.0,8.0,0,8.0,33.35082874199347,23.499999999999996,141.9184201786956,0,0,analytics,0.0,0,120,15.499999999999996,0.4647560670803745,-3.0
1.0,12.0,0,12.0,33.64933547304876,21.499999999999996,156.50853708394774,0,0,analytics,0.0,0,121,9.499999999999996,0.2823235545798213,4.0
1.0,10.0,0,10.0,33.65775459599829,19.799999999999997,169.98865957574898,0,0,analytics,0.0,0,122,9.799999999999997,0.29116618495890867,-2.0
